,movie_title,title_year,country,budget,director_first_name,director_last_name
2062,Anywhere But Here ,1999,USA,23000000,Wayne,Wang
2063,Chasing Liberty ,2004,USA,23000000,Andy,Cadiff
2064,The Crew ,2000,USA,23000000,Michael,Dinner
2065,Haywire ,2011,Ireland,23000000,Steven,Soderbergh
2066,Jaws: The Revenge ,1987,USA,23000000,Joseph,Sargent
2067,Marvin's Room ,1996,USA,23000000,Jerry,Zaks
2068,The Longshots ,2008,USA,23000000,Fred,Durst
2069,The End of the Affair ,1999,UK,23000000,Neil,Jordan
2070,Harley Davidson and the Marlboro Man ,1991,USA,23000000,Simon,Wincer
2072,Coco Before Chanel ,2009,France,19430000,Anne,Fontaine
2074,Chéri ,2009,UK,23000000,Stephen,Frears
2076,Vanity Fair ,2004,USA,23000000,Mira,Nair
2078,1408 ,2007,USA,25000000,Mikael,Håfström
2079,Spaceballs ,1987,USA,22700000,Mel,Brooks
2080,The Water Diviner ,2014,Australia,22500000,Russell,Crowe
2081,Ghost ,1990,USA,22000000,Jerry,Zucker
2082,There's Something About Mary ,1998,USA,23000000,Bobby,Farrelly
2083,The Santa Clause ,1994,USA,22000000,John,Pasquin
2084,The Rookie ,2002,USA,20000000,John,Lee Hancock
2085,The Game Plan ,2007,USA,22000000,Andy,Fickman
2086,The Bridges of Madison County ,1995,USA,35000000,Clint,Eastwood
2087,The Animal ,2001,USA,22000000,Luke,Greenfield
2089,The Hundred-Foot Journey ,2014,USA,22000000,Lasse,Hallström
2090,The Net ,1995,USA,22000000,Irwin,Winkler
2091,I Am Sam ,2001,USA,22000000,Jessie,Nelson
2092,Son of God ,2014,USA,22000000,Christopher,Spencer
2093,Underworld ,2003,UK,22000000,Len,Wiseman
2094,Derailed ,2005,USA,22000000,Mikael,Håfström
2095,The Informant! ,2009,USA,21000000,Steven,Soderbergh
2096,Shadowlands ,1993,UK,22000000,Richard,Attenborough
2097,Deuce Bigalow: European Gigolo ,2005,USA,22000000,Mike,Bigelow
2098,Delivery Man ,2013,USA,26000000,Ken,Scott
2099,Victor Frankenstein ,2015,USA,40000000,Paul,McGuigan
2101,Saving Silverman ,2001,USA,22000000,Dennis,Dugan
2102,Diary of a Wimpy Kid: Dog Days ,2012,USA,22000000,David,Bowers
2103,Summer of Sam ,1999,USA,22000000,Spike,Lee
2104,Jay and Silent Bob Strike Back ,2001,USA,22000000,Kevin,Smith
2105,The Island ,2005,USA,126000000,Michael,Bay
2106,The Glass House ,2001,USA,30000000,Daniel,Sackheim
2107,"Hail, Caesar! ",2016,UK,22000000,Ethan,Coen
2108,Josie and the Pussycats ,2001,Canada,22000000,Harry,Elfont
2109,Homefront ,2013,USA,22000000,Gary,Fleder
2110,The Little Vampire ,2000,Germany,22000000,Uli,Edel
2111,I Heart Huckabees ,2004,USA,22000000,David,O. Russell
2112,RoboCop 3 ,1993,USA,23500000,Fred,Dekker
2113,Megiddo: The Omega Code 2 ,2001,USA,22000000,Brian,Trenchard-Smith
2114,Darling Lili ,1970,USA,25000000,Blake,Edwards
2115,Dudley Do-Right ,1999,USA,22000000,Hugh,Wilson
2116,The Transporter Refueled ,2015,France,25000000,Camille,Delamarre
2118,Black Book ,2006,Netherlands,21000000,Paul,Verhoeven
2119,Joyeux Noel ,2005,France,22000000,Christian,Carion
2120,Hit and Run ,2012,USA,2000000,David,Palmer
2121,Mad Money ,2008,USA,22000000,Callie,Khouri
2122,Before I Go to Sleep ,2014,UK,22000000,Rowan,Joffe
2124,Stone ,2010,USA,22000000,John,Curran
2125,Molière ,2007,France,16000000,Laurent,Tirard
2126,Out of the Furnace ,2013,USA,22000000,Scott,Cooper
2127,Michael Clayton ,2007,USA,25000000,Tony,Gilroy
2128,My Fellow Americans ,1996,USA,21500000,Peter,Segal
2129,Arlington Road ,1999,USA,21500000,Mark,Pellington
2131,To Rome with Love ,2012,USA,17000000,Woody,Allen
2132,Firefox ,1982,USA,21000000,Clint,Eastwood
2133,South Park: Bigger Longer & Uncut ,1999,USA,21000000,Trey,Parker
2134,Death at a Funeral ,2007,USA,9000000,Frank,Oz
2135,Teenage Mutant Ninja Turtles III ,1993,USA,17000000,Stuart,Gillard
2136,Hardball ,2001,USA,21000000,Brian,Robbins
2137,Silver Linings Playbook ,2012,USA,21000000,David,O. Russell
2138,Freedom Writers ,2007,Germany,21000000,Richard,LaGravenese
2140,The Transporter ,2002,France,21000000,Louis,Leterrier
2141,Never Back Down ,2008,USA,20000000,Jeff,Wadlow
2142,The Rage: Carrie 2 ,1999,USA,21000000,Katt,Shea
2144,Away We Go ,2009,USA,17000000,Sam,Mendes
2145,Swing Vote ,2008,USA,21000000,Joshua,Michael Stern
2146,Moonlight Mile ,2002,USA,21000000,Brad,Silberling
2147,Tinker Tailor Soldier Spy ,2011,France,20000000,Tomas,Alfredson
2148,Molly ,1999,USA,21000000,John,Duigan
2149,The Beaver ,2011,USA,21000000,Jodie,Foster
2150,The Best Little Whorehouse in Texas ,1982,USA,35000000,Colin,Higgins
2151,eXistenZ ,1999,Canada,31000000,David,Cronenberg
2152,Raiders of the Lost Ark ,1981,USA,18000000,Steven,Spielberg
2153,Home Alone 2: Lost in New York ,1992,USA,18000000,Chris,Columbus
2154,Close Encounters of the Third Kind ,1977,USA,19400870,Steven,Spielberg
2155,Pulse ,2006,USA,20000000,Jim,Sonzero
2156,Beverly Hills Cop II ,1987,USA,28000000,Tony,Scott
2157,Bringing Down the House ,2003,USA,33000000,Adam,Shankman
2158,The Silence of the Lambs ,1991,USA,19000000,Jonathan,Demme
2159,Wayne's World ,1992,USA,20000000,Penelope,Spheeris
2160,Jackass 3D ,2010,USA,20000000,Jeff,Tremaine
2161,Jaws 2 ,1978,USA,20000000,Jeannot,Szwarc
2162,Beverly Hills Chihuahua ,2008,USA,20000000,Raja,Gosnell
2163,The Conjuring ,2013,USA,20000000,James,Wan
2164,Are We There Yet? ,2005,USA,32000000,Brian,Levant
2165,Tammy ,2014,USA,20000000,Ben,Falcone
2166,Disturbia ,2007,USA,20000000,D.J.,Caruso
2167,School of Rock ,2003,USA,35000000,Richard,Linklater
2168,Mortal Kombat ,1995,USA,18000000,Paul,W.S. Anderson
2169,Wicker Park ,2004,USA,30000000,Paul,McGuigan
2170,White Chicks ,2004,USA,37000000,Keenen,Ivory Wayans
2171,The Descendants ,2011,USA,20000000,Alexander,Payne
2172,Holes ,2003,USA,20000000,Andrew,Davis
2173,The Last Song ,2010,USA,20000000,Julie,Anne Robinson
2174,12 Years a Slave ,2013,USA,20000000,Steve,McQueen
2175,Drumline ,2002,USA,20000000,Charles,Stone III
2176,Why Did I Get Married Too? ,2010,USA,20000000,Tyler,Perry
2177,Edward Scissorhands ,1990,USA,20000000,Tim,Burton
2178,Me Before You ,2016,UK,20000000,Thea,Sharrock
2179,Madea's Witness Protection ,2012,USA,20000000,Tyler,Perry
2182,Date Movie ,2006,USA,20000000,Aaron,Seltzer
2183,Return to Never Land ,2002,USA,20000000,Robin,Budd
2184,Selma ,2014,UK,20000000,Ava,DuVernay
2185,The Jungle Book 2 ,2003,USA,20000000,Steve,Trenbirth
2186,Boogeyman ,2005,USA,20000000,Stephen,Kay
2187,Premonition ,2007,USA,20000000,Mennan,Yapo
2188,The Tigger Movie ,2000,USA,30000000,Jun,Falkenstein
2190,Max ,2015,USA,20000000,Boaz,Yakin
2192,Epic Movie ,2007,USA,20000000,Jason,Friedberg
2193,Conan the Barbarian ,1982,USA,20000000,John,Milius
2194,Spotlight ,2015,USA,20000000,Tom,McCarthy
2195,Lakeview Terrace ,2008,USA,22000000,Neil,LaBute
2196,The Grudge 2 ,2006,USA,20000000,Takashi,Shimizu
2197,How Stella Got Her Groove Back ,1998,USA,20000000,Kevin,Rodney Sullivan
2198,Bill & Ted's Bogus Journey ,1991,USA,20000000,Peter,Hewitt
2199,Man of the Year ,2006,USA,20000000,Barry,Levinson
2201,The American ,2010,USA,20000000,Anton,Corbijn
2202,Selena ,1997,USA,20000000,Gregory,Nava
2203,Vampires Suck ,2010,USA,20000000,Jason,Friedberg
2204,Babel ,2006,France,25000000,Alejandro,G. Iñárritu
2205,This Is Where I Leave You ,2014,USA,19800000,Shawn,Levy
2206,Doubt ,2008,USA,20000000,John,Patrick Shanley
2207,Team America: World Police ,2004,USA,30000000,Trey,Parker
2208,Texas Chainsaw 3D ,2013,USA,11000000,John,Luessenhop
2209,Copycat ,1995,USA,20000000,Jon,Amiel
2210,Scary Movie 5 ,2013,USA,20000000,Malcolm,D. Lee
2212,Milk ,2008,USA,20000000,Gus,Van Sant
2213,Risen ,2016,USA,20000000,Kevin,Reynolds
2214,Ghost Ship ,2002,USA,35000000,Steve,Beck
2215,A Very Harold & Kumar 3D Christmas ,2011,USA,19000000,Todd,Strauss-Schulson
2216,Wild Things ,1998,USA,20000000,John,McNaughton
2218,The Debt ,2010,USA,20000000,John,Madden
2219,High Fidelity ,2000,UK,20000000,Stephen,Frears
2220,One Missed Call ,2008,Japan,27000000,Eric,Valette
2221,Eye for an Eye ,1996,USA,20000000,John,Schlesinger
2222,The Bank Job ,2008,UK,20000000,Roger,Donaldson
2223,Eternal Sunshine of the Spotless Mind ,2004,USA,20000000,Michel,Gondry
2224,You Again ,2010,USA,20000000,Andy,Fickman
2225,Street Kings ,2008,USA,20000000,David,Ayer
2226,The World's End ,2013,UK,20000000,Edgar,Wright
2227,Nancy Drew ,2007,USA,20000000,Andrew,Fleming
2228,Daybreakers ,2009,Australia,20000000,Michael,Spierig
2229,She's Out of My League ,2010,USA,20000000,Jim,Field Smith
2230,Monte Carlo ,2011,Hungary,20000000,Thomas,Bezucha
2231,Stay Alive ,2006,USA,9000000,William,Brent Bell
2232,Quigley Down Under ,1990,Australia,20000000,Simon,Wincer
2233,Alpha and Omega ,2010,USA,20000000,Anthony,Bell
2234,The Covenant ,2006,USA,20000000,Renny,Harlin
2236,Shorts ,2009,USA,40000000,Robert,Rodriguez
2237,To Die For ,1995,USA,20000000,Gus,Van Sant
2240,Vampires ,1998,USA,20000000,John,Carpenter
2242,Psycho ,1960,USA,806947,Alfred,Hitchcock
2243,My Best Friend's Girl ,2008,USA,40000000,Howard,Deutch
2244,Endless Love ,2014,USA,20000000,Shana,Feste
2245,Georgia Rule ,2007,USA,20000000,Garry,Marshall
2246,Under the Rainbow ,1981,USA,20000000,Steve,Rash
2248,Simon Birch ,1998,USA,30000000,Mark,Steven Johnson
2249,Reign Over Me ,2007,USA,20000000,Mike,Binder
2250,Into the Wild ,2007,USA,15000000,Sean,Penn
2251,School for Scoundrels ,2006,USA,20000000,Todd,Phillips
2252,Silent Hill: Revelation 3D ,2012,France,20000000,Michael,J. Bassett
2253,From Dusk Till Dawn ,1996,USA,19000000,Robert,Rodriguez
2254,Pooh's Heffalump Movie ,2005,USA,20000000,Frank,Nissen
2255,Home for the Holidays ,1995,USA,20000000,Jodie,Foster
2256,Kung Fu Hustle ,2004,Hong Kong,20000000,Stephen,Chow
2258,The Country Bears ,2002,USA,35000000,Peter,Hastings
2259,The Kite Runner ,2007,USA,20000000,Marc,Forster
2260,21 Grams ,2003,USA,20000000,Alejandro,G. Iñárritu
2261,Paparazzi ,2004,USA,20000000,Paul,Abascal
2262,Twilight ,2008,USA,37000000,Catherine,Hardwicke
2263,A Guy Thing ,2003,USA,20000000,Chris,Koch
2264,Loser ,2000,USA,20000000,Amy,Heckerling
2266,The Greatest Story Ever Told ,1965,USA,20000000,George,Stevens
2268,Disaster Movie ,2008,USA,25000000,Jason,Friedberg
2269,Armored ,2009,USA,27000000,Nimród,Antal
2270,The Man Who Knew Too Little ,1997,USA,20000000,Jon,Amiel
2271,What's Your Number? ,2011,USA,20000000,Mark,Mylod
2272,Lockout ,2012,France,20000000,James,Mather
2273,Envy ,2004,USA,40000000,Barry,Levinson
2274,Crank: High Voltage ,2009,USA,20000000,Mark,Neveldine
2275,Bullets Over Broadway ,1994,USA,20000000,Woody,Allen
2276,One Night with the King ,2006,USA,20000000,Michael,O. Sajbel
2277,The Quiet American ,2002,UK,30000000,Phillip,Noyce
2278,The Weather Man ,2005,USA,22000000,Gore,Verbinski
2279,Undisputed ,2002,USA,20000000,Walter,Hill
2280,Ghost Town ,2008,USA,20000000,David,Koepp
2281,12 Rounds ,2009,USA,22000000,Renny,Harlin
2282,Let Me In ,2010,UK,20000000,Matt,Reeves
2283,3 Ninjas Kick Back ,1994,USA,20000000,Charles,T. Kanganis
2284,Be Kind Rewind ,2008,UK,20000000,Michel,Gondry
2285,Mrs Henderson Presents ,2005,UK,20000000,Stephen,Frears
2286,Triple 9 ,2016,USA,20000000,John,Hillcoat
2287,Deconstructing Harry ,1997,USA,20000000,Woody,Allen
2288,Three to Tango ,1999,Australia,20000000,Damon,Santostefano
2289,Burnt ,2015,USA,20000000,John,Wells
2290,We're No Angels ,1989,USA,20000000,Neil,Jordan
2291,Everyone Says I Love You ,1996,USA,20000000,Woody,Allen
2292,Death at a Funeral ,2007,USA,9000000,Frank,Oz
2293,Death Sentence ,2007,USA,20000000,James,Wan
2294,Everybody's Fine ,2009,USA,21000000,Kirk,Jones
2295,Superbabies: Baby Geniuses 2 ,2004,Germany,20000000,Bob,Clark
2296,The Man ,2005,Germany,33000000,Les,Mayfield
2297,Code Name: The Cleaner ,2007,USA,20000000,Les,Mayfield
2298,Connie and Carla ,2004,USA,20000000,Michael,Lembeck
2300,Inherent Vice ,2014,USA,20000000,Paul,Thomas Anderson
2301,Doogal ,2006,USA,20000000,Dave,Borthwick
2302,Battle of the Year ,2013,USA,20000000,Benson,Lee
2304,An American Carol ,2008,USA,12000000,David,Zucker
2305,Machete Kills ,2013,Russia,20000000,Robert,Rodriguez
2306,Willard ,2003,Canada,22000000,Glen,Morgan
2307,Strange Wilderness ,2008,USA,20000000,Fred,Wolf
2308,Topsy-Turvy ,1999,UK,10000000,Mike,Leigh
2310,A Dangerous Method ,2011,UK,15000000,David,Cronenberg
2311,A Scanner Darkly ,2006,USA,8700000,Richard,Linklater
2312,Chasing Mavericks ,2012,USA,20000000,Michael,Apted
2313,Alone in the Dark ,2005,Canada,20000000,Uwe,Boll
2314,Bandslam ,2009,USA,20000000,Todd,Graff
2315,Birth ,2004,USA,20000000,Jonathan,Glazer
2316,A Most Violent Year ,2014,USA,20000000,J.C.,Chandor
2318,Flash of Genius ,2008,USA,20000000,Marc,Abraham
2319,I'm Not There. ,2007,USA,20000000,Todd,Haynes
2320,The Cold Light of Day ,2012,USA,20000000,Mabrouk,El Mechri
2321,The Brothers Bloom ,2008,USA,20000000,Rian,Johnson
2322,"Synecdoche, New York ",2008,USA,21000000,Charlie,Kaufman
2323,Princess Mononoke ,1997,Japan,2400000000,Hayao,Miyazaki
2324,Bon voyage ,2003,France,20000000,Jean-Paul,Rappeneau
2325,Can't Stop the Music ,1980,USA,20000000,Nancy,Walker
2326,The Proposition ,2005,Australia,2000000,John,Hillcoat
2327,Courage ,2015,USA,20000000,Angelo,Pizzo
2328,Marci X ,2003,USA,20000000,Richard,Benjamin
2329,Equilibrium ,2002,USA,20000000,Kurt,Wimmer
2330,The Children of Huang Shi ,2008,Australia,40000000,Roger,Spottiswoode
2331,The Yards ,2000,USA,24000000,James,Gray
2333,By the Sea ,2015,USA,10000000,Angelina,Jolie Pitt
2334,Steamboy ,2004,Japan,2127519898,Katsuhiro,Ôtomo
2335,The Game of Their Lives ,2005,USA,20000000,David,Anspaugh
2337,Rapa Nui ,1994,USA,20000000,Kevin,Reynolds
2340,Dylan Dog: Dead of Night ,2010,USA,20000000,Kevin,Munroe
2341,People I Know ,2002,USA,22000000,Daniel,Algrant
2343,The Tempest ,2010,USA,20000000,Julie,Taymor
2354,The Painted Veil ,2006,China,19400000,John,Curran
2355,The Baader Meinhof Complex ,2008,Germany,20000000,Uli,Edel
2356,Dances with Wolves ,1990,USA,22000000,Kevin,Costner
2357,Bad Teacher ,2011,USA,20000000,Jake,Kasdan
2358,Sea of Love ,1989,USA,19000000,Harold,Becker
2359,A Cinderella Story ,2004,USA,20000000,Mark,Rosman
2360,Scream ,1996,USA,15000000,Wes,Craven
2361,Thir13en Ghosts ,2001,USA,20000000,Steve,Beck
2363,Back to the Future ,1985,USA,19000000,Robert,Zemeckis
2364,House on Haunted Hill ,1999,USA,19000000,William,Malone
2365,I Can Do Bad All by Myself ,2009,USA,13000000,Tyler,Perry
2367,The Switch ,2010,USA,19000000,Josh,Gordon
2368,Just Married ,2003,USA,18000000,Shawn,Levy
2369,The Devil's Double ,2011,Belgium,15000000,Lee,Tamahori
2371,Thomas and the Magic Railroad ,2000,UK,19000000,Britt,Allcroft
2372,The Crazies ,2010,USA,20000000,Breck,Eisner
2373,Spirited Away ,2001,Japan,19000000,Hayao,Miyazaki
2375,The Bounty ,1984,UK,25000000,Roger,Donaldson
2376,The Book Thief ,2013,USA,19000000,Brian,Percival
2377,Sex Drive ,2008,USA,19000000,Sean,Anders
2378,Leap Year ,2010,USA,19000000,Anand,Tucker
2380,Take Me Home Tonight ,2011,USA,23000000,Michael,Dowse
2382,The Nutcracker ,1993,USA,19000000,Emile,Ardolino
2383,Kansas City ,1996,France,19000000,Robert,Altman
2385,The Amityville Horror ,2005,USA,19000000,Andrew,Douglas
2386,Adaptation. ,2002,USA,19000000,Spike,Jonze
2387,Land of the Dead ,2005,Canada,15000000,George,A. Romero
2389,Fear and Loathing in Las Vegas ,1998,USA,18500000,Terry,Gilliam
2390,The Invention of Lying ,2009,USA,18500000,Ricky,Gervais
2391,Neighbors ,2014,USA,18000000,Nicholas,Stoller
2392,The Mask ,1994,USA,18000000,Chuck,Russell
2393,Big ,1988,USA,18000000,Penny,Marshall
2394,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,2006,USA,18000000,Larry,Charles
2395,Legally Blonde ,2001,USA,18000000,Robert,Luketic
2396,Star Trek III: The Search for Spock ,1984,USA,17000000,Leonard,Nimoy
2397,The Exorcism of Emily Rose ,2005,USA,20000000,Scott,Derrickson
2398,Deuce Bigalow: Male Gigolo ,1999,USA,17000000,Mike,Mitchell
2399,Left Behind ,2014,USA,16000000,Vic,Armstrong
2400,The Family Stone ,2005,USA,17000000,Thomas,Bezucha
2401,Barbershop 2: Back in Business ,2004,USA,18000000,Kevin,Rodney Sullivan
2402,Bad Santa ,2003,USA,18000000,Terry,Zwigoff
2403,Austin Powers: International Man of Mystery ,1997,USA,17000000,Jay,Roach
2404,My Big Fat Greek Wedding 2 ,2016,USA,18000000,Kirk,Jones
2405,Diary of a Wimpy Kid: Rodrick Rules ,2011,USA,21000000,David,Bowers
2406,Predator ,1987,USA,15000000,John,McTiernan
2407,Amadeus ,1984,USA,18000000,Milos,Forman
2408,Prom Night ,2008,USA,20000000,Nelson,McCormick
2409,Mean Girls ,2004,USA,17000000,Mark,Waters
2410,Under the Tuscan Sun ,2003,USA,18000000,Audrey,Wells
2411,Gosford Park ,2001,UK,19800000,Robert,Altman
2413,Peggy Sue Got Married ,1986,USA,18000000,Francis,Ford Coppola
2414,Birdman or (The Unexpected Virtue of Ignorance) ,2014,USA,18000000,Alejandro,G. Iñárritu
2415,Blue Jasmine ,2013,USA,18000000,Woody,Allen
2416,United 93 ,2006,USA,15000000,Paul,Greengrass
2417,Honey ,2003,USA,25000000,Bille,Woodruff
2418,Glory ,1989,USA,18000000,Edward,Zwick
2419,Spy Hard ,1996,USA,18000000,Rick,Friedberg
2420,The Fog ,1980,USA,1000000,John,Carpenter
2421,Soul Surfer ,2011,USA,18000000,Sean,McNamara
2423,Observe and Report ,2009,USA,18000000,Jody,Hill
2424,Conan the Destroyer ,1984,USA,18000000,Richard,Fleischer
2425,Raging Bull ,1980,USA,18000000,Martin,Scorsese
2426,Love Happens ,2009,USA,18000000,Brandon,Camp
2427,Young Sherlock Holmes ,1985,USA,18000000,Barry,Levinson
2428,Fame ,2009,USA,18000000,Kevin,Tancharoen
2429,127 Hours ,2010,USA,18000000,Danny,Boyle
2430,Small Time Crooks ,2000,USA,18000000,Woody,Allen
2431,Center Stage ,2000,USA,18000000,Nicholas,Hytner
2432,Love the Coopers ,2015,USA,17000000,Jessie,Nelson
2433,Catch That Kid ,2004,USA,18000000,Bart,Freundlich
2434,Life as a House ,2001,USA,18000000,Irwin,Winkler
2435,Steve Jobs ,2015,UK,30000000,Danny,Boyle
2436,"I Love You, Beth Cooper ",2009,Canada,18000000,Chris,Columbus
2437,Youth in Revolt ,2009,USA,18000000,Miguel,Arteta
2438,The Legend of the Lone Ranger ,1981,USA,18000000,William,A. Fraker
2439,The Tailor of Panama ,2001,USA,18000000,John,Boorman
2441,Getaway ,2013,USA,18000000,Courtney,Solomon
2442,The Ice Storm ,1997,USA,18000000,Ang,Lee
2443,And So It Goes ,2014,USA,18000000,Rob,Reiner
2444,Troop Beverly Hills ,1989,USA,18000000,Jeff,Kanew
2445,Being Julia ,2004,Canada,18000000,István,Szabó
2446,9½ Weeks ,1986,USA,17000000,Adrian,Lyne
2447,Dragonslayer ,1981,USA,18000000,Matthew,Robbins
2448,The Last Station ,2009,Germany,13000000,Michael,Hoffman
2449,Ed Wood ,1994,USA,18000000,Tim,Burton
2450,Labor Day ,2013,USA,18000000,Jason,Reitman
2451,Mongol: The Rise of Genghis Khan ,2007,Russia,20000000,Sergey,Bodrov
2452,RocknRolla ,2008,UK,18000000,Guy,Ritchie
2453,Megaforce ,1982,USA,20000000,Hal,Needham
2454,Hamlet ,1996,UK,18000000,Kenneth,Branagh
2456,Midnight Special ,2016,Greece,18000000,Jeff,Nichols
2457,Anything Else ,2003,USA,18000000,Woody,Allen
2458,The Railway Man ,2013,Australia,18000000,Jonathan,Teplitzky
2460,The White Ribbon ,2009,Germany,12000000,Michael,Haneke
2462,The Wraith ,1986,USA,2700000,Mike,Marvin
2463,The Salton Sea ,2002,USA,18000000,D.J.,Caruso
2468,One Man's Hero ,1999,Spain,11350000,Lance,Hool
2471,Renaissance ,2006,France,14000000,Christian,Volckman
2475,Superbad ,2007,USA,20000000,Greg,Mottola
2478,Step Up 2: The Streets ,2008,USA,23000000,Jon,M. Chu
2479,Hoodwinked! ,2005,USA,17500000,Cory,Edwards
2480,Hotel Rwanda ,2004,UK,17500000,Terry,George
2481,Hitman ,2007,France,24000000,Xavier,Gens
2482,Black Nativity ,2013,USA,17500000,Kasi,Lemmons
2484,City of Ghosts ,2002,USA,17500000,Matt,Dillon
2485,The Others ,2001,USA,17000000,Alejandro,Amenábar
2486,Aliens ,1986,USA,18500000,James,Cameron
2487,My Fair Lady ,1964,USA,17000000,George,Cukor
2488,I Know What You Did Last Summer ,1997,USA,17000000,Jim,Gillespie
2489,Let's Be Cops ,2014,USA,17000000,Luke,Greenfield
2490,Sideways ,2004,USA,12000000,Alexander,Payne
2491,Beerfest ,2006,USA,17500000,Jay,Chandrasekhar
2492,Halloween ,1978,USA,300000,John,Carpenter
2493,Hero ,2002,China,31000000,Yimou,Zhang
2494,Good Boy! ,2003,USA,17000000,John,Hoffman
2495,The Best Man Holiday ,2013,USA,17000000,Malcolm,D. Lee
2496,Smokin' Aces ,2006,UK,17000000,Joe,Carnahan
2497,Saw 3D: The Final Chapter ,2010,Canada,20000000,Kevin,Greutert
2498,40 Days and 40 Nights ,2002,USA,17000000,Michael,Lehmann
2499,TRON: Legacy ,2010,USA,170000000,Joseph,Kosinski
2500,A Night at the Roxbury ,1998,USA,17000000,John,Fortenberry
2501,Beastly ,2011,USA,17000000,Daniel,Barnz
2502,The Hills Have Eyes ,2006,USA,15000000,Alexandre,Aja
2503,Dickie Roberts: Former Child Star ,2003,USA,17000000,Sam,Weisman
2504,"McFarland, USA ",2015,USA,17000000,Niki,Caro
2507,Pitch Perfect ,2012,USA,17000000,Jason,Moore
2508,Summer Catch ,2001,USA,34000000,Michael,Tollin
2509,A Simple Plan ,1998,UK,17000000,Sam,Raimi
2510,They ,2002,USA,17000000,Robert,Harmon
2511,Larry the Cable Guy: Health Inspector ,2006,USA,4000000,Trent,Cooper
2512,The Adventures of Elmo in Grouchland ,1999,USA,17000000,Gary,Halvorson
2513,Brooklyn's Finest ,2009,USA,17000000,Antoine,Fuqua
2515,Evil Dead ,2013,USA,17000000,Fede,Alvarez
2516,My Life in Ruins ,2009,USA,17000000,Donald,Petrie
2517,American Dreamz ,2006,USA,19000000,Paul,Weitz
2518,Superman IV: The Quest for Peace ,1987,UK,17000000,Sidney,J. Furie
2520,Running Scared ,2006,Germany,17000000,Wayne,Kramer
2522,Shanghai Surprise ,1986,UK,17000000,Jim,Goddard
2523,The Illusionist ,2006,USA,16000000,Neil,Burger
2524,Roar ,1981,USA,17000000,Noel,Marshall
2525,Veronica Guerin ,2003,Ireland,17000000,Joel,Schumacher
2527,Southland Tales ,2006,France,17000000,Richard,Kelly
2530,The Apparition ,2012,USA,17000000,Todd,Lincoln
2531,My Girl ,1991,USA,16500000,Howard,Zieff
2532,Fur: An Imaginary Portrait of Diane Arbus ,2006,USA,16800000,Steven,Shainberg
2533,The Illusionist ,2006,USA,16000000,Neil,Burger
2534,Wall Street ,1987,USA,15000000,Oliver,Stone
2535,Sense and Sensibility ,1995,USA,16500000,Ang,Lee
2536,Becoming Jane ,2007,UK,16500000,Julian,Jarrold
2537,Sydney White ,2007,USA,16500000,Joe,Nussbaum
2538,House of Sand and Fog ,2003,USA,15000000,Vadim,Perelman
2539,Dead Poets Society ,1989,USA,16400000,Peter,Weir
2540,Dumb & Dumber ,1994,USA,16000000,Peter,Farrelly
2541,When Harry Met Sally... ,1989,USA,16000000,Rob,Reiner
2542,The Verdict ,1982,USA,16000000,Sidney,Lumet
2543,Road Trip ,2000,USA,15600000,Todd,Phillips
2544,Varsity Blues ,1999,USA,16000000,Brian,Robbins
2545,The Artist ,2011,France,15000000,Michel,Hazanavicius
2546,The Unborn ,2009,USA,16000000,David,S. Goyer
2547,Moonrise Kingdom ,2012,USA,16000000,Wes,Anderson
2548,The Texas Chainsaw Massacre: The Beginning ,2006,USA,16000000,Jonathan,Liebesman
2549,The Young Messiah ,2016,USA,18500000,Cyrus,Nowrasteh
2550,The Master of Disguise ,2002,USA,16000000,Perry,Andelin Blake
2551,Pan's Labyrinth ,2006,Spain,13500000,Guillermo,del Toro
2553,See Spot Run ,2001,USA,35000000,John,Whitesell
2554,Baby Boy ,2001,USA,16000000,John,Singleton
2555,The Roommate ,2011,USA,16000000,Christian,E. Christiansen
2556,Joe Dirt ,2001,USA,17700000,Dennie,Gordon
2557,Double Impact ,1991,USA,15000000,Sheldon,Lettich
2558,Hot Fuzz ,2007,UK,8000000,Edgar,Wright
2559,The Women ,2008,USA,16500000,Diane,English
2560,Vicky Cristina Barcelona ,2008,Spain,15500000,Woody,Allen
2563,Boys and Girls ,2000,USA,16000000,Robert,Iscove
2564,White Oleander ,2002,USA,16000000,Peter,Kosminsky
2565,Jennifer's Body ,2009,USA,16000000,Karyn,Kusama
2566,Drowning Mona ,2000,USA,16000000,Nick,Gomez
2567,Radio Days ,1987,USA,16000000,Woody,Allen
2568,Left Behind ,2014,USA,16000000,Vic,Armstrong
2569,Remember Me ,2010,USA,16000000,Allen,Coulter
2570,How to Deal ,2003,USA,16000000,Clare,Kilner
2571,My Stepmother Is an Alien ,1988,USA,20000000,Richard,Benjamin
2572,Philadelphia ,1993,USA,26000000,Jonathan,Demme
2573,The Thirteenth Floor ,1999,Germany,16000000,Josef,Rusnak
2576,Duets ,2000,USA,15000000,Bruce,Paltrow
2577,Hollywood Ending ,2002,USA,16000000,Woody,Allen
2578,Detroit Rock City ,1999,USA,15000000,Adam,Rifkin
2579,Highlander ,1986,UK,16000000,Russell,Mulcahy
2580,Things We Lost in the Fire ,2007,USA,16000000,Susanne,Bier
2581,Steel ,1997,USA,16000000,Kenneth,Johnson
